year,month,area,uf,className,numPol
2021/2022,9,14.11,AC,CICATRIZ_DE_QUEIMADA,44
2021/2022,9,80.66,AC,CS_DESORDENADO,25
2021/2022,9,9.04,AC,DEGRADACAO,49
2021/2022,9,70.17,AC,DESMATAMENTO_CR,641
2021/2022,9,36.34,AM,CICATRIZ_DE_QUEIMADA,99
2021/2022,9,59.63,AM,CS_DESORDENADO,20
2021/2022,9,0.84,AM,CS_GEOMETRICO,1
2021/2022,9,60.09,AM,DEGRADACAO,192
2021/2022,9,227.01,AM,DESMATAMENTO_CR,1131
2021/2022,9,0.16,AM,DESMATAMENTO_VEG,2
2021/2022,9,2.16,AM,MINERACAO,14
2021/2022,9,0.59,AP,DESMATAMENTO_CR,7
2021/2022,9,0.08,AP,MINERACAO,1
2021/2022,9,5.27,MA,CICATRIZ_DE_QUEIMADA,1
2021/2022,9,9.65,MA,DESMATAMENTO_CR,54
2021/2022,9,877.53,MT,CICATRIZ_DE_QUEIMADA,451
2021/2022,9,394.97,MT,CS_DESORDENADO,158
2021/2022,9,216.52,MT,CS_GEOMETRICO,69
2021/2022,9,86.29,MT,DEGRADACAO,165
2021/2022,9,118.57,MT,DESMATAMENTO_CR,453
2021/2022,9,0.18,MT,MINERACAO,2
2021/2022,9,158.56,PA,CICATRIZ_DE_QUEIMADA,280
2021/2022,9,118.34,PA,CS_DESORDENADO,43
2021/2022,9,80.47,PA,CS_GEOMETRICO,18
2021/2022,9,133.75,PA,DEGRADACAO,225
2021/2022,9,324.07,PA,DESMATAMENTO_CR,1839
2021/2022,9,0.43,PA,DESMATAMENTO_VEG,4
2021/2022,9,3.5,PA,MINERACAO,42
2021/2022,9,123.29,RO,CICATRIZ_DE_QUEIMADA,130
2021/2022,9,114.5,RO,CS_DESORDENADO,51
2021/2022,9,37.04,RO,CS_GEOMETRICO,3
2021/2022,9,41.28,RO,DEGRADACAO,126
2021/2022,9,209.19,RO,DESMATAMENTO_CR,1070
2021/2022,9,0.09,RO,DESMATAMENTO_VEG,1
2021/2022,9,4.14,RR,DEGRADACAO,17
2021/2022,9,17.61,RR,DESMATAMENTO_CR,104
2021/2022,9,0.39,RR,DESMATAMENTO_VEG,3
2021/2022,9,0.57,RR,MINERACAO,5
2021/2022,9,0.19,TO,DESMATAMENTO_CR,2
2021/2022,10,1.15,AC,CICATRIZ_DE_QUEIMADA,10
2021/2022,10,3.82,AC,CS_DESORDENADO,7
2021/2022,10,7.55,AC,DEGRADACAO,28
2021/2022,10,39.58,AC,DESMATAMENTO_CR,381
2021/2022,10,5.97,AM,CICATRIZ_DE_QUEIMADA,15
2021/2022,10,55.48,AM,CS_DESORDENADO,24
2021/2022,10,4.23,AM,CS_GEOMETRICO,1
2021/2022,10,11.62,AM,DEGRADACAO,40
2021/2022,10,113.19,AM,DESMATAMENTO_CR,472
2021/2022,10,0.45,AM,DESMATAMENTO_VEG,1
2021/2022,10,2.63,AM,MINERACAO,23
2021/2022,10,1.62,AP,DESMATAMENTO_CR,15
2021/2022,10,0.2,AP,MINERACAO,2
2021/2022,10,6.52,MA,CICATRIZ_DE_QUEIMADA,1
2021/2022,10,0.95,MA,DEGRADACAO,2
2021/2022,10,4.28,MA,DESMATAMENTO_CR,28
2021/2022,10,429.67,MT,CICATRIZ_DE_QUEIMADA,303
2021/2022,10,272.22,MT,CS_DESORDENADO,112
2021/2022,10,75.35,MT,CS_GEOMETRICO,26
2021/2022,10,55.19,MT,DEGRADACAO,92
2021/2022,10,105.01,MT,DESMATAMENTO_CR,337
2021/2022,10,71.16,PA,CICATRIZ_DE_QUEIMADA,133
2021/2022,10,184.82,PA,CS_DESORDENADO,78
2021/2022,10,37.47,PA,CS_GEOMETRICO,12
2021/2022,10,115.43,PA,DEGRADACAO,241
2021/2022,10,490.14,PA,DESMATAMENTO_CR,2637
2021/2022,10,4.76,PA,DESMATAMENTO_VEG,10
2021/2022,10,5.69,PA,MINERACAO,68
2021/2022,10,41.19,RO,CICATRIZ_DE_QUEIMADA,49
2021/2022,10,30.06,RO,CS_DESORDENADO,29
2021/2022,10,5.32,RO,CS_GEOMETRICO,4
2021/2022,10,18.43,RO,DEGRADACAO,42
2021/2022,10,100.16,RO,DESMATAMENTO_CR,555
2021/2022,10,1.58,RR,DEGRADACAO,6
2021/2022,10,8.21,RR,DESMATAMENTO_CR,61
2021/2022,10,0.64,TO,DEGRADACAO,2
2021/2022,10,0.64,TO,DESMATAMENTO_CR,5
2021/2022,11,0.74,AC,DEGRADACAO,4
2021/2022,11,11.05,AC,DESMATAMENTO_CR,90
2021/2022,11,0.35,AC,DESMATAMENTO_VEG,1
2021/2022,11,1.42,AM,DEGRADACAO,3
2021/2022,11,9.6,AM,DESMATAMENTO_CR,59
2021/2022,11,0.47,AP,DESMATAMENTO_CR,3
2021/2022,11,0.1,MA,CICATRIZ_DE_QUEIMADA,1
2021/2022,11,0.11,MA,DEGRADACAO,1
2021/2022,11,3.79,MA,DESMATAMENTO_CR,24
2021/2022,11,34.29,MT,CICATRIZ_DE_QUEIMADA,20
2021/2022,11,8.07,MT,CS_DESORDENADO,7
2021/2022,11,23.83,MT,CS_GEOMETRICO,7
2021/2022,11,21.27,MT,DEGRADACAO,19
2021/2022,11,36.93,MT,DESMATAMENTO_CR,109
2021/2022,11,8.73,PA,CICATRIZ_DE_QUEIMADA,13
2021/2022,11,31.18,PA,CS_DESORDENADO,23
2021/2022,11,7.32,PA,CS_GEOMETRICO,3
2021/2022,11,33.58,PA,DEGRADACAO,66
2021/2022,11,178.79,PA,DESMATAMENTO_CR,910
2021/2022,11,1.02,PA,DESMATAMENTO_VEG,2
2021/2022,11,0.54,PA,MINERACAO,7
2021/2022,11,0.27,RO,DEGRADACAO,1
2021/2022,11,3.48,RO,DESMATAMENTO_CR,14
2021/2022,11,1.04,RR,DEGRADACAO,6
2021/2022,11,3.33,RR,DESMATAMENTO_CR,27
2021/2022,11,0.14,TO,DESMATAMENTO_CR,1
2021/2022,12,0.5,AC,DESMATAMENTO_CR,6
2021/2022,12,0.87,AM,CS_DESORDENADO,1
2021/2022,12,6.25,AM,DESMATAMENTO_CR,29
2021/2022,12,0.18,AM,MINERACAO,2
2021/2022,12,0.07,AP,DESMATAMENTO_CR,1
2021/2022,12,0.07,AP,MINERACAO,1
2021/2022,12,0.22,MA,DEGRADACAO,1
2021/2022,12,9.41,MA,DESMATAMENTO_CR,51
2021/2022,12,0.69,MT,CICATRIZ_DE_QUEIMADA,1
2021/2022,12,1.9,MT,CS_DESORDENADO,1
2021/2022,12,2.46,MT,CS_GEOMETRICO,1
2021/2022,12,3.06,MT,DEGRADACAO,10
2021/2022,12,10.34,MT,DESMATAMENTO_CR,32
2021/2022,12,0.25,PA,CICATRIZ_DE_QUEIMADA,1
2021/2022,12,1.72,PA,CS_DESORDENADO,1
2021/2022,12,7.51,PA,CS_GEOMETRICO,3
2021/2022,12,7.1,PA,DEGRADACAO,16
2021/2022,12,52.49,PA,DESMATAMENTO_CR,264
2021/2022,12,0.89,PA,MINERACAO,7
2021/2022,12,1.17,RO,DESMATAMENTO_CR,5
2021/2022,12,0.07,RR,DEGRADACAO,1
2021/2022,12,5.11,RR,DESMATAMENTO_CR,31
2021/2022,12,0.17,RR,MINERACAO,2
2021/2022,12,0.54,TO,DESMATAMENTO_CR,4
2021/2022,1,0.72,AC,DEGRADACAO,5
2021/2022,1,8.8,AC,DESMATAMENTO_CR,51
2021/2022,1,0.9,AM,CICATRIZ_DE_QUEIMADA,3
2021/2022,1,4.51,AM,CS_DESORDENADO,3
2021/2022,1,1.82,AM,DEGRADACAO,7
2021/2022,1,43.7,AM,DESMATAMENTO_CR,160
2021/2022,1,0.34,AM,MINERACAO,3
2021/2022,1,0.08,AP,DESMATAMENTO_CR,1
2021/2022,1,2.21,MA,DESMATAMENTO_CR,12
2021/2022,1,17.24,MT,CICATRIZ_DE_QUEIMADA,13
2021/2022,1,27.14,MT,CS_DESORDENADO,17
2021/2022,1,32.88,MT,CS_GEOMETRICO,18
2021/2022,1,19.96,MT,DEGRADACAO,28
2021/2022,1,146.52,MT,DESMATAMENTO_CR,328
2021/2022,1,2.77,PA,CS_DESORDENADO,2
2021/2022,1,16.51,PA,CS_GEOMETRICO,10
2021/2022,1,15.63,PA,DEGRADACAO,27
2021/2022,1,63.49,PA,DESMATAMENTO_CR,268
2021/2022,1,3.07,PA,MINERACAO,34
2021/2022,1,8.29,RO,CICATRIZ_DE_QUEIMADA,13
2021/2022,1,7.13,RO,CS_DESORDENADO,6
2021/2022,1,7.66,RO,CS_GEOMETRICO,3
2021/2022,1,2.08,RO,DEGRADACAO,10
2021/2022,1,116.16,RO,DESMATAMENTO_CR,457
2021/2022,1,0.07,RO,MINERACAO,1
2021/2022,1,5.75,RR,DEGRADACAO,12
2021/2022,1,46,RR,DESMATAMENTO_CR,272
2021/2022,2,1.53,AM,DEGRADACAO,4
2021/2022,2,40.49,AM,DESMATAMENTO_CR,77
2021/2022,2,3.46,MA,DESMATAMENTO_CR,20
2021/2022,2,1.91,MT,CICATRIZ_DE_QUEIMADA,4
2021/2022,2,4.02,MT,CS_DESORDENADO,4
2021/2022,2,2.81,MT,CS_GEOMETRICO,3
2021/2022,2,2.65,MT,DEGRADACAO,7
2021/2022,2,78.05,MT,DESMATAMENTO_CR,183
2021/2022,2,5.3,PA,CICATRIZ_DE_QUEIMADA,5
2021/2022,2,1.89,PA,CS_DESORDENADO,2
2021/2022,2,7.27,PA,DEGRADACAO,16
2021/2022,2,45.86,PA,DESMATAMENTO_CR,195
2021/2022,2,0.46,PA,DESMATAMENTO_VEG,2
2021/2022,2,2.47,PA,MINERACAO,27
2021/2022,2,0.56,RO,DEGRADACAO,3
2021/2022,2,22.56,RO,DESMATAMENTO_CR,73
2021/2022,2,1.74,RR,DEGRADACAO,5
2021/2022,2,4.95,RR,DESMATAMENTO_CR,28
2021/2022,2,0.37,TO,DESMATAMENTO_CR,2
2021/2022,3,1.98,AC,DESMATAMENTO_CR,13
2021/2022,3,0.35,AM,DEGRADACAO,2
2021/2022,3,105.86,AM,DESMATAMENTO_CR,212
2021/2022,3,1.02,MA,DESMATAMENTO_CR,3
2021/2022,3,10.62,MT,CICATRIZ_DE_QUEIMADA,4
2021/2022,3,3.95,MT,CS_DESORDENADO,3
2021/2022,3,5.02,MT,CS_GEOMETRICO,3
2021/2022,3,11.15,MT,DEGRADACAO,22
2021/2022,3,107.46,MT,DESMATAMENTO_CR,295
2021/2022,3,0.23,MT,DESMATAMENTO_VEG,2
2021/2022,3,0.3,MT,MINERACAO,5
2021/2022,3,0.41,PA,CICATRIZ_DE_QUEIMADA,1
2021/2022,3,5.47,PA,CS_DESORDENADO,3
2021/2022,3,1.89,PA,CS_GEOMETRICO,1
2021/2022,3,11.01,PA,DEGRADACAO,14
2021/2022,3,42.4,PA,DESMATAMENTO_CR,133
2021/2022,3,0.17,PA,DESMATAMENTO_VEG,1
2021/2022,3,2.17,PA,MINERACAO,17
2021/2022,3,1.52,RO,DEGRADACAO,5
2021/2022,3,37.48,RO,DESMATAMENTO_CR,155
2021/2022,3,0.91,RR,DEGRADACAO,2
2021/2022,3,13.06,RR,DESMATAMENTO_CR,57
2021/2022,3,0.1,TO,DESMATAMENTO_CR,1
2021/2022,4,0.87,AC,DEGRADACAO,3
2021/2022,4,5.92,AC,DESMATAMENTO_CR,31
2021/2022,4,6.29,AM,DEGRADACAO,20
2021/2022,4,346.64,AM,DESMATAMENTO_CR,897
2021/2022,4,0.42,AM,MINERACAO,7
2021/2022,4,6.38,MA,DESMATAMENTO_CR,22
2021/2022,4,12.1,MT,CICATRIZ_DE_QUEIMADA,8
2021/2022,4,18.22,MT,CS_DESORDENADO,11
2021/2022,4,27.61,MT,CS_GEOMETRICO,11
2021/2022,4,28.11,MT,DEGRADACAO,39
2021/2022,4,248.66,MT,DESMATAMENTO_CR,653
2021/2022,4,0.63,MT,DESMATAMENTO_VEG,5
2021/2022,4,0.46,MT,MINERACAO,5
2021/2022,4,2.4,PA,CICATRIZ_DE_QUEIMADA,9
2021/2022,4,2.08,PA,CS_DESORDENADO,4
2021/2022,4,77.37,PA,DEGRADACAO,97
2021/2022,4,279.12,PA,DESMATAMENTO_CR,570
2021/2022,4,4.04,PA,DESMATAMENTO_VEG,14
2021/2022,4,7.72,PA,MINERACAO,80
2021/2022,4,6.29,RO,DEGRADACAO,16
2021/2022,4,108.88,RO,DESMATAMENTO_CR,455
2021/2022,4,2.02,RR,DEGRADACAO,4
2021/2022,4,15.91,RR,DESMATAMENTO_CR,68
2021/2022,4,0.26,RR,MINERACAO,3
2021/2022,4,1.31,TO,DESMATAMENTO_CR,5
2021/2022,5,4.37,AC,CS_DESORDENADO,1
2021/2022,5,4.33,AC,DEGRADACAO,15
2021/2022,5,27.34,AC,DESMATAMENTO_CR,182
2021/2022,5,0.35,AC,DESMATAMENTO_VEG,2
2021/2022,5,2.57,AM,CS_DESORDENADO,2
2021/2022,5,11.66,AM,DEGRADACAO,44
2021/2022,5,296.62,AM,DESMATAMENTO_CR,1107
2021/2022,5,0.88,AM,DESMATAMENTO_VEG,3
2021/2022,5,0.4,AM,MINERACAO,5
2021/2022,5,4.28,MA,DESMATAMENTO_CR,23
2021/2022,5,0.31,MA,MINERACAO,2
2021/2022,5,0.65,MT,CICATRIZ_DE_QUEIMADA,3
2021/2022,5,31.33,MT,CS_DESORDENADO,17
2021/2022,5,64.42,MT,CS_GEOMETRICO,28
2021/2022,5,19.18,MT,DEGRADACAO,45
2021/2022,5,146.53,MT,DESMATAMENTO_CR,425
2021/2022,5,0.07,MT,MINERACAO,1
2021/2022,5,4.28,PA,CS_DESORDENADO,3
2021/2022,5,57.52,PA,DEGRADACAO,113
2021/2022,5,259.33,PA,DESMATAMENTO_CR,697
2021/2022,5,4.68,PA,DESMATAMENTO_VEG,8
2021/2022,5,8.48,PA,MINERACAO,104
2021/2022,5,0.57,RO,CICATRIZ_DE_QUEIMADA,2
2021/2022,5,0.81,RO,CS_DESORDENADO,1
2021/2022,5,11.62,RO,DEGRADACAO,45
2021/2022,5,148.5,RO,DESMATAMENTO_CR,617
2021/2022,5,0.28,RO,DESMATAMENTO_VEG,2
2021/2022,5,0.3,RR,DEGRADACAO,1
2021/2022,5,0.49,RR,DESMATAMENTO_CR,3
2021/2022,5,0.19,RR,MINERACAO,2
2021/2022,5,0.91,TO,DESMATAMENTO_CR,6
2021/2022,6,12.34,AC,CS_DESORDENADO,3
2021/2022,6,2.8,AC,DEGRADACAO,11
2021/2022,6,69.14,AC,DESMATAMENTO_CR,534
2021/2022,6,0.53,AC,DESMATAMENTO_VEG,2
2021/2022,6,1.62,AM,CS_DESORDENADO,1
2021/2022,6,1.75,AM,CS_GEOMETRICO,2
2021/2022,6,9.85,AM,DEGRADACAO,38
2021/2022,6,395.46,AM,DESMATAMENTO_CR,1300
2021/2022,6,1.18,AM,DESMATAMENTO_VEG,12
2021/2022,6,3.99,AM,MINERACAO,22
2021/2022,6,10.37,MA,DESMATAMENTO_CR,54
2021/2022,6,0.11,MA,MINERACAO,1
2021/2022,6,1.8,MT,CICATRIZ_DE_QUEIMADA,4
2021/2022,6,128.56,MT,CS_DESORDENADO,21
2021/2022,6,56.16,MT,CS_GEOMETRICO,28
2021/2022,6,20.13,MT,DEGRADACAO,52
2021/2022,6,116.25,MT,DESMATAMENTO_CR,330
2021/2022,6,0.06,MT,MINERACAO,1
2021/2022,6,1.24,PA,CICATRIZ_DE_QUEIMADA,6
2021/2022,6,61.97,PA,CS_DESORDENADO,30
2021/2022,6,7.47,PA,CS_GEOMETRICO,9
2021/2022,6,48.79,PA,DEGRADACAO,104
2021/2022,6,370.79,PA,DESMATAMENTO_CR,1202
2021/2022,6,3.43,PA,DESMATAMENTO_VEG,12
2021/2022,6,6.99,PA,MINERACAO,77
2021/2022,6,2.59,RO,CS_GEOMETRICO,1
2021/2022,6,10.43,RO,DEGRADACAO,43
2021/2022,6,138.78,RO,DESMATAMENTO_CR,618
2021/2022,6,0.08,RO,MINERACAO,1
2021/2022,6,0.34,RR,DESMATAMENTO_CR,3
2021/2022,6,0.54,RR,MINERACAO,2
2021/2022,6,2.16,TO,DESMATAMENTO_CR,8
2021/2022,7,76.12,AC,CS_DESORDENADO,11
2021/2022,7,4.59,AC,DEGRADACAO,9
2021/2022,7,77.35,AC,DESMATAMENTO_CR,671
2021/2022,7,0.35,AC,DESMATAMENTO_VEG,2
2021/2022,7,37.69,AM,CS_DESORDENADO,12
2021/2022,7,34.72,AM,DEGRADACAO,73
2021/2022,7,457.37,AM,DESMATAMENTO_CR,1799
2021/2022,7,32.33,AM,DESMATAMENTO_VEG,20
2021/2022,7,1.91,AM,MINERACAO,18
2021/2022,7,0.53,AP,MINERACAO,3
2021/2022,7,18.5,MA,DESMATAMENTO_CR,107
2021/2022,7,0.66,MA,DESMATAMENTO_VEG,3
2021/2022,7,0.33,MA,MINERACAO,2
2021/2022,7,735.49,MT,CICATRIZ_DE_QUEIMADA,114
2021/2022,7,298.26,MT,CS_DESORDENADO,102
2021/2022,7,410.6,MT,CS_GEOMETRICO,125
2021/2022,7,165.02,MT,DEGRADACAO,140
2021/2022,7,204.22,MT,DESMATAMENTO_CR,686
2021/2022,7,12.61,MT,DESMATAMENTO_VEG,17
2021/2022,7,0.45,MT,MINERACAO,5
2021/2022,7,3.5,PA,CICATRIZ_DE_QUEIMADA,8
2021/2022,7,353.37,PA,CS_DESORDENADO,97
2021/2022,7,70.33,PA,CS_GEOMETRICO,24
2021/2022,7,126.27,PA,DEGRADACAO,211
2021/2022,7,476,PA,DESMATAMENTO_CR,2076
2021/2022,7,21.32,PA,DESMATAMENTO_VEG,83
2021/2022,7,8.65,PA,MINERACAO,92
2021/2022,7,22.25,RO,CICATRIZ_DE_QUEIMADA,1
2021/2022,7,22.35,RO,CS_DESORDENADO,7
2021/2022,7,3.31,RO,CS_GEOMETRICO,2
2021/2022,7,15.84,RO,DEGRADACAO,49
2021/2022,7,168.08,RO,DESMATAMENTO_CR,893
2021/2022,7,1.61,RO,DESMATAMENTO_VEG,1
2021/2022,7,0.11,RO,MINERACAO,1
2021/2022,7,3.64,RR,CS_DESORDENADO,1
2021/2022,7,1.39,RR,DEGRADACAO,2
2021/2022,7,3.83,RR,DESMATAMENTO_CR,23
2021/2022,7,0.5,TO,DESMATAMENTO_CR,3
2022/2023,8,54.76,AC,CS_DESORDENADO,19
2022/2023,8,3.3,AC,DEGRADACAO,13
2022/2023,8,113.35,AC,DESMATAMENTO_CR,974
2022/2023,8,0.77,AC,DESMATAMENTO_VEG,4
2022/2023,8,22.1,AM,CICATRIZ_DE_QUEIMADA,16
2022/2023,8,31.61,AM,CS_DESORDENADO,11
2022/2023,8,12.8,AM,DEGRADACAO,46
2022/2023,8,306.76,AM,DESMATAMENTO_CR,1113
2022/2023,8,2.16,AM,DESMATAMENTO_VEG,23
2022/2023,8,1.24,AM,MINERACAO,13
2022/2023,8,1.11,AP,DESMATAMENTO_CR,2
2022/2023,8,0.13,MA,DEGRADACAO,1
2022/2023,8,16.3,MA,DESMATAMENTO_CR,88
2022/2023,8,2562.17,MT,CICATRIZ_DE_QUEIMADA,787
2022/2023,8,146.45,MT,CS_DESORDENADO,56
2022/2023,8,143.26,MT,CS_GEOMETRICO,69
2022/2023,8,189.37,MT,DEGRADACAO,151
2022/2023,8,332.03,MT,DESMATAMENTO_CR,663
2022/2023,8,7.18,MT,DESMATAMENTO_VEG,2
2022/2023,8,566.81,PA,CICATRIZ_DE_QUEIMADA,618
2022/2023,8,93.13,PA,CS_DESORDENADO,45
2022/2023,8,55.86,PA,CS_GEOMETRICO,18
2022/2023,8,96.65,PA,DEGRADACAO,192
2022/2023,8,670.86,PA,DESMATAMENTO_CR,3144
2022/2023,8,1.16,PA,DESMATAMENTO_VEG,7
2022/2023,8,4.09,PA,MINERACAO,46
2022/2023,8,10.82,RO,CICATRIZ_DE_QUEIMADA,15
2022/2023,8,27.31,RO,CS_DESORDENADO,7
2022/2023,8,11.72,RO,CS_GEOMETRICO,4
2022/2023,8,16.94,RO,DEGRADACAO,32
2022/2023,8,156.9,RO,DESMATAMENTO_CR,730
2022/2023,8,2.29,RR,DEGRADACAO,7
2022/2023,8,41.81,RR,DESMATAMENTO_CR,218
2022/2023,8,3.95,RR,DESMATAMENTO_VEG,5
2022/2023,8,0.46,RR,MINERACAO,5
2022/2023,8,0.1,TO,DEGRADACAO,2
2022/2023,8,0.89,TO,DESMATAMENTO_CR,6
2022/2023,9,28.51,AC,CICATRIZ_DE_QUEIMADA,55
2022/2023,9,66.22,AC,CS_DESORDENADO,10
2022/2023,9,20.42,AC,DEGRADACAO,29
2022/2023,9,120.52,AC,DESMATAMENTO_CR,993
2022/2023,9,14.19,AM,CICATRIZ_DE_QUEIMADA,32
2022/2023,9,83.7,AM,CS_DESORDENADO,23
2022/2023,9,4.2,AM,CS_GEOMETRICO,1
2022/2023,9,36.39,AM,DEGRADACAO,42
2022/2023,9,283.87,AM,DESMATAMENTO_CR,1113
2022/2023,9,0.06,AM,DESMATAMENTO_VEG,1
2022/2023,9,33.74,AP,DEGRADACAO,1
2022/2023,9,2.19,AP,DESMATAMENTO_CR,10
2022/2023,9,5.79,MA,CICATRIZ_DE_QUEIMADA,4
2022/2023,9,0.22,MA,DEGRADACAO,1
2022/2023,9,12.07,MA,DESMATAMENTO_CR,53
2022/2023,9,3200,MT,CICATRIZ_DE_QUEIMADA,1431
2022/2023,9,206.48,MT,CS_DESORDENADO,68
2022/2023,9,83.01,MT,CS_GEOMETRICO,31
2022/2023,9,74.49,MT,DEGRADACAO,75
2022/2023,9,340.36,MT,DESMATAMENTO_CR,657
2022/2023,9,2301.3,PA,CICATRIZ_DE_QUEIMADA,1799
2022/2023,9,99.52,PA,CS_DESORDENADO,30
2022/2023,9,71.34,PA,CS_GEOMETRICO,15
2022/2023,9,130.46,PA,DEGRADACAO,178
2022/2023,9,530.15,PA,DESMATAMENTO_CR,2465
2022/2023,9,0.07,PA,DESMATAMENTO_VEG,1
2022/2023,9,1.26,PA,MINERACAO,16
2022/2023,9,63.16,RO,CICATRIZ_DE_QUEIMADA,65
2022/2023,9,1.6,RO,CS_DESORDENADO,2
2022/2023,9,20.61,RO,CS_GEOMETRICO,2
2022/2023,9,9.04,RO,DEGRADACAO,23
2022/2023,9,153.76,RO,DESMATAMENTO_CR,692
2022/2023,9,8.63,RR,DESMATAMENTO_CR,55
2022/2023,9,0.12,RR,DESMATAMENTO_VEG,1
2022/2023,9,7.96,TO,CICATRIZ_DE_QUEIMADA,7
2022/2023,9,1.7,TO,DESMATAMENTO_CR,13
2022/2023,10,20.58,AC,CICATRIZ_DE_QUEIMADA,37
2022/2023,10,56.11,AC,CS_DESORDENADO,20
2022/2023,10,30.45,AC,DEGRADACAO,47
2022/2023,10,64,AC,DESMATAMENTO_CR,485
2022/2023,10,13.21,AM,CICATRIZ_DE_QUEIMADA,31
2022/2023,10,30.83,AM,CS_DESORDENADO,19
2022/2023,10,27.93,AM,CS_GEOMETRICO,3
2022/2023,10,509.45,AM,DEGRADACAO,66
2022/2023,10,142.28,AM,DESMATAMENTO_CR,731
2022/2023,10,0.14,AM,MINERACAO,2
2022/2023,10,1.87,AP,DESMATAMENTO_CR,9
2022/2023,10,0.18,AP,MINERACAO,2
2022/2023,10,26.28,MA,CICATRIZ_DE_QUEIMADA,14
2022/2023,10,17.5,MA,DESMATAMENTO_CR,105
2022/2023,10,1242.69,MT,CICATRIZ_DE_QUEIMADA,795
2022/2023,10,19.02,MT,CS_DESORDENADO,13
2022/2023,10,98.95,MT,CS_GEOMETRICO,45
2022/2023,10,78.56,MT,DEGRADACAO,70
2022/2023,10,150.03,MT,DESMATAMENTO_CR,329
2022/2023,10,0.11,MT,DESMATAMENTO_VEG,1
2022/2023,10,543.22,PA,CICATRIZ_DE_QUEIMADA,603
2022/2023,10,32.48,PA,CS_DESORDENADO,13
2022/2023,10,29.73,PA,CS_GEOMETRICO,12
2022/2023,10,88.14,PA,DEGRADACAO,99
2022/2023,10,433.74,PA,DESMATAMENTO_CR,2405
2022/2023,10,1.23,PA,MINERACAO,13
2022/2023,10,101.93,RO,CICATRIZ_DE_QUEIMADA,52
2022/2023,10,12.21,RO,CS_DESORDENADO,11
2022/2023,10,0.6,RO,CS_GEOMETRICO,1
2022/2023,10,4.09,RO,DEGRADACAO,12
2022/2023,10,68.57,RO,DESMATAMENTO_CR,355
2022/2023,10,5.17,RR,DEGRADACAO,8
2022/2023,10,23.93,RR,DESMATAMENTO_CR,148
2022/2023,10,1.75,TO,CICATRIZ_DE_QUEIMADA,10
2022/2023,10,0.28,TO,DESMATAMENTO_CR,1
2022/2023,11,4.47,AC,CICATRIZ_DE_QUEIMADA,12
2022/2023,11,29.49,AC,CS_DESORDENADO,15
2022/2023,11,9.98,AC,DEGRADACAO,37
2022/2023,11,85.42,AC,DESMATAMENTO_CR,827
2022/2023,11,0.14,AC,DESMATAMENTO_VEG,2
2022/2023,11,21.89,AM,CICATRIZ_DE_QUEIMADA,46
2022/2023,11,65.15,AM,CS_DESORDENADO,13
2022/2023,11,30.59,AM,CS_GEOMETRICO,11
2022/2023,11,7.24,AM,DEGRADACAO,18
2022/2023,11,85.73,AM,DESMATAMENTO_CR,518
2022/2023,11,0.09,AM,DESMATAMENTO_VEG,1
2022/2023,11,0.35,AM,MINERACAO,4
2022/2023,11,0.26,AP,DESMATAMENTO_CR,1
2022/2023,11,0.15,AP,MINERACAO,1
2022/2023,11,3.3,MA,CICATRIZ_DE_QUEIMADA,5
2022/2023,11,0.81,MA,DEGRADACAO,3
2022/2023,11,8.58,MA,DESMATAMENTO_CR,42
2022/2023,11,274.3,MT,CICATRIZ_DE_QUEIMADA,295
2022/2023,11,157.16,MT,CS_DESORDENADO,61
2022/2023,11,99.74,MT,CS_GEOMETRICO,39
2022/2023,11,66.46,MT,DEGRADACAO,62
2022/2023,11,107.8,MT,DESMATAMENTO_CR,349
2022/2023,11,0.27,MT,MINERACAO,1
2022/2023,11,64.83,PA,CICATRIZ_DE_QUEIMADA,79
2022/2023,11,9.76,PA,CS_GEOMETRICO,5
2022/2023,11,16.04,PA,DEGRADACAO,27
2022/2023,11,144.19,PA,DESMATAMENTO_CR,774
2022/2023,11,2.38,PA,MINERACAO,30
2022/2023,11,29.82,RO,CICATRIZ_DE_QUEIMADA,49
2022/2023,11,28.71,RO,CS_DESORDENADO,20
2022/2023,11,0.22,RO,CS_GEOMETRICO,1
2022/2023,11,7.7,RO,DEGRADACAO,22
2022/2023,11,114.97,RO,DESMATAMENTO_CR,728
2022/2023,11,0.36,RO,DESMATAMENTO_VEG,3
2022/2023,11,0.87,RO,MINERACAO,7
2022/2023,11,0.54,RR,DEGRADACAO,2
2022/2023,11,2.08,RR,DESMATAMENTO_CR,15
2022/2023,11,0.29,RR,MINERACAO,2
2022/2023,11,0.73,TO,DESMATAMENTO_CR,2
2022/2023,12,0.1,AC,DEGRADACAO,1
2022/2023,12,12.53,AC,DESMATAMENTO_CR,106
2022/2023,12,0.45,AC,DESMATAMENTO_VEG,3
2022/2023,12,3.18,AM,CICATRIZ_DE_QUEIMADA,2
2022/2023,12,9.79,AM,CS_DESORDENADO,6
2022/2023,12,1.81,AM,DEGRADACAO,7
2022/2023,12,18.87,AM,DESMATAMENTO_CR,106
2022/2023,12,0.29,AM,DESMATAMENTO_VEG,3
2022/2023,12,0.63,AM,MINERACAO,7
2022/2023,12,0.34,AP,DESMATAMENTO_CR,3
2022/2023,12,6.24,MA,CICATRIZ_DE_QUEIMADA,6
2022/2023,12,0.29,MA,DEGRADACAO,2
2022/2023,12,5.66,MA,DESMATAMENTO_CR,21
